ID;Hora_de_inicio;Hora_de_finalizacion;Correo_electronico;Usted_nacio_entre;Sexo;Sede__0;Usted_labora_en_la_sucursal_Barranquilla_en;Usted_labora_en_la_sucursal_Bogotá_en;Usted_ingreso_a_trabajar_en_West_Army_Security_Ltda_en_el_ano;Nivel_academico_alcanzado_hasta_ahora;Estado_civil;Tiene_hijos;Es_usted;Cargo_por_favor_escriba_su_respuesta;En_mi_trabajo_me_siento_lleno_de_energia;Mi_trabajo_esta_lleno_de_significado_y_proposito;El_tiempo_vuela_cuando_estoy_trabajando;Soy_fuerte_y_vigoroso_en_mi_trabajo;Estoy_entusiasmado_con_mi_trabajo;Cuando_estoy_trabajando_olvido_todo_lo_que_pasa_alrededor_de_mi;Mi_trabajo_me_inspira;Cuando_me_levanto_por_las_mananas_tengo_ganas_de_ir_a_trabajar;Soy_feliz_cuando_estoy_concentrado_en_mi_trabajo;Estoy_orgulloso_del_trabajo_que_hago;Estoy_inmerso_en_mi_trabajo;Puedo_continuar_trabajando_durante_largos_periodos_de_tiempo;Mi_trabajo_es_retador;Me_dejo_llevar_por_mi_trabajo;Soy_muy_persistente_en_mi_trabajo;Me_es_dificil_desconectarme_de_mi_trabajo;Incluso_cuando_las_cosas_no_van_bien_continuo_trabajando;Poseo_las_herramientas_de_trabajo_necesarias_para_desarrollar_mi_trabajo;El_proceso_para_obtener_nuevas_herramientas_o_remplazar_las_existentes_es_facil_y_rapido;Tengo_puesto_de_trabajo_;Mi_puesto_de_trabajo_esta_en_adecuadas_condiciones;Tengo_claras_las_normas_de_seguridad_y_salud_en_el_trabajo;Hago_pausas_activas_diarias;Dimension_Ciclo_de_vida_del_colaborador_en_la_compania;Recibi_entrenamiento_al_cargo;Recibi_Induccion_de_la_empresa_(sistemas_de_gestion_vision_mision);He_recibido_capacitacion_que_fomente_mi_crecimiento_profesional;He_recibido_capacitacion_que_fomente_mi_crecimiento_personal;Se_con_claridad_que_debo_hacer_y_como_miden_mis_resultados;"Que_tan_importante_es_para_mi_que_la_empresa_mejore_en_la_forma_en_que_se_contrata_capacita_y_despide_el_personal
";Dimension_Salario_economico;Recibo_el_salario_de_forma_puntual_y_completo;Dimension_Expectativas_a_futuro;Dimension_Balance_vida-trabajo;La_compania_fomenta_el_equilibrio_entre_vida_personal_y_vida_familiar_;Dimension_Cultura;Muestro_un_sentimiento_de_orgullo_sobre_el_lugar_donde_trabajo;Recomiendo_a_otras_personas_sobre_las_vacantes_que_existen_en_esta_compania;La_empresa_donde_trabajo_tiene_buena_reputacion_en_el_sector;Que_tan_urgente_es_para_mi_que_la_compania_mejore_la_imagen_que_proyecta_hacia_el_sector_y_sus_colaboradores;Dimension_Mejoramiento_personal;La_empresa_se_preocupa_por_mi_como_persona;La_empresa_se_preocupa_por_mi_como_profesional;Dimension_Liderazgo;Tengo_una_buena_relacion_con_mi_jefe_o_supervisor;Mi_jefe_me_motiva_a_trabajar;Mi_jefe_me_retroalimenta_cuando_hago_las_cosas_bien;Mi_jefe_me_retroalimenta_cuando_hago_las_cosas_mal;Mi_jefe_es_un_lider_para_mi;Que_tan_urgente_es_para_mi_que_mejore_la_relacion_e_interrelacion_con_mi_jefe_inmediato;Recibo_toda_la_informacion_suficiente_para_realizar_bien_mi_trabajo;Las_instrucciones_que_recibo_de_mi_jefe_son_claras;Dimension_Percepcion_del_ambiente_de_trabajo;Percibo_un_buen_ambiente_laboral;Me_siento_conectado_con_mis_companeros_de_trabajo;Me_siento_conectado_con_otras_areas_de_la_compania;Percibo_que_aprovechan_mis_talentos_y_capacidades;Percibo_que_mi_salud_fisica_y_emocional_es_buena;Estoy_estresado_(a);Percibo_que_mi_salud_financiera_es_buena;La_compania_promueve_actividades_de_bienestar;He_participado_en_actividades_de_reconocimientos_a_empleados;De_1_a_5_evalua_el_clima_laboral_de_esta_organizacion_donde_1_mal_clima_y_5_buen_clima_laboral;Dimension_Comunicacion;La_alta_direccion_manifiesta_sus_objetivos_de_tal_forma_que_se_crea_un_sentido_comun_de_mision_identidad_y_proposito_entre_los_colaboradores;Recibo_noticias_de_la_organizacion;La_compania_me_informa_sobre_los_cambios_corporativos
374;5/22/24 12:47:47;5/22/24 13:06:57;anonymous;Generación Z;Masculino;Bucaramanga;;;2024;Tecnico;Soltero (a);No;Operativo;Vigilante ;7;7;6;7;7;2;7;7;7;7;7;6;7;6;7;2;7;No;No;Si;No;Si;Si;Si;No;No;No;No;Si;Muy importante;Si;No;Si;No;No;Si;Si;Si;Si;Muy urgente;No;No;No;Si;No;No;No;No;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;No;No;4;Si;No;No;No
375;5/22/24 12:53:48;5/22/24 13:11:24;anonymous;Baby Boom;Masculino;Bucaramanga;;;2016;Bachiller;Casado (a);5 o mas;Operativo;Guarda de Seguridad ;7;7;7;7;7;1;7;7;7;7;7;7;7;7;7;7;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
376;5/22/24 13:23:59;5/22/24 13:34:33;anonymous;Generación Y (milenials);Femenino;Bucaramanga;;;2024;Bachiller;Soltero (a);2;Operativo;Guarda de seguridad ;7;6;6;7;7;6;7;7;7;7;7;6;6;7;7;6;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;5;Si;Si;Si;Si
377;5/22/24 13:43:37;5/22/24 14:09:16;anonymous;Generación Y (milenials);Masculino;Bogotá;;;2023;Bachiller;Soltero (a);No;Operativo;Guarda seguridad ;7;7;7;7;7;1;7;7;7;7;7;7;7;1;7;7;7;Si;Si;Si;No;Si;Si;Si;Si;Si;No;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;No;No;4;Si;Si;Si;Si
378;5/22/24 14:25:43;5/22/24 14:36:49;anonymous;Generación Z;No binario;Ibagué;;;2024;Tecnico;Soltero (a);No;Operativo;Guarda se seguridad ;7;5;3;7;7;6;7;7;7;7;7;7;5;4;7;2;7;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;4;Si;Si;Si;Si
379;5/22/24 15:12:31;5/22/24 15:17:02;anonymous;Generación Y (milenials);Masculino;Ibagué;;;2020;Bachiller;Soltero (a);1;Operativo;Guarda seguridad ;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco importante;Si;Si;Si;Si;Si;No;Si;Si;Si;Poco urgente;No;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
380;5/22/24 15:10:33;5/22/24 15:26:45;anonymous;Generación Y (milenials);Masculino;Bucaramanga;;;2019;Bachiller;Casado (a);1;Operativo;Guarda de seguridad ;7;7;4;6;7;1;5;7;6;7;6;5;6;5;6;1;7;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;No;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;No;No;Si;Poco urgente;Si;Si;Si;Si;Si;No;No;Si;Si;Si;Si;Si;3;Si;Si;Si;Si
381;5/22/24 15:24:29;5/22/24 15:42:47;anonymous;Generación X;Masculino;Bucaramanga;;;2017;Bachiller;Unión Libre;4;Operativo;Guarda de seguridad ;7;7;4;7;7;1;7;7;7;7;7;7;1;1;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;5;Si;Si;Si;Si
382;5/22/24 15:34:48;5/22/24 15:52:19;anonymous;Generación X;Masculino;Ibagué;;;2022;Bachiller;Casado (a);2;Operativo;Vigilante ;7;6;6;7;6;1;6;6;7;7;3;6;7;2;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;No;Si;Si;No;Si;Si;No;5;Si;Si;Si;No
383;5/22/24 16:11:50;5/22/24 16:28:22;anonymous;Generación Z;Masculino;Ibagué;;;2021;Bachiller;Unión Libre;2;Operativo;Guarda de seguridad ;7;7;7;7;7;6;7;7;7;7;6;6;6;7;7;6;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
384;5/22/24 17:28:40;5/22/24 17:39:37;anonymous;Generación Y (milenials);Masculino;Ibagué;;;2022;Bachiller;Unión Libre;2;Operativo;Guarda de seguridad;7;7;5;7;7;5;7;7;7;7;7;6;6;6;5;5;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;4;Si;Si;Si;Si
385;5/22/24 18:55:09;5/22/24 19:05:30;anonymous;Generación Z;Masculino;Barranquilla;Cartagena;;2023;Bachiller;Unión Libre;2;Operativo;Guardia de seguridad ;7;7;7;7;7;7;7;7;7;7;7;6;7;7;7;6;7;No;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;No;Si;No;Si;No;No;5;Si;Si;Si;Si
386;5/22/24 20:12:32;5/22/24 20:32:39;anonymous;Generación Y (milenials);No binario;Bogotá;;Bogotá;2024;Bachiller;Soltero (a);No;Operativo;Guarda de seguridad ;7;7;7;7;7;6;7;7;7;7;7;6;7;7;7;6;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;No;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;5;Si;Si;Si;No
387;5/22/24 20:22:09;5/22/24 20:33:39;anonymous;Generación Y (milenials);No binario;Bogotá;;Bogotá;2024;Bachiller;Unión Libre;2;Operativo;Guarda de seguridad ;7;7;7;7;7;7;7;7;7;7;7;7;5;6;7;7;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
388;5/22/24 20:23:55;5/22/24 20:34:59;anonymous;Generación Z;Masculino;Bogotá;;Bogotá;2023;Bachiller;Unión Libre;No;Operativo;Guarda ;7;7;7;7;7;7;7;7;7;7;6;6;6;4;6;7;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
389;5/22/24 20:25:22;5/22/24 20:39:45;anonymous;Generación Y (milenials);Masculino;Barranquilla;Santa Marta;;2023;Bachiller;Unión Libre;2;Operativo;Guarda seguridad ;7;7;7;7;7;1;7;7;7;7;1;7;7;2;7;1;7;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;No;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
390;5/22/24 20:13:11;5/22/24 20:48:45;anonymous;Generación X;Masculino;Bogotá;;Bogotá;2022;Bachiller;Unión Libre;2;Operativo;Motorizado ;7;7;7;7;7;7;7;7;7;7;6;5;5;5;6;6;7;Si;Si;Si;No;Si;No;Si;Si;Si;Si;Si;Si;Muy importante;No;Si;No;No;No;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;5;Si;Si;Si;Si
391;5/22/24 20:27:30;5/22/24 20:54:40;anonymous;Generación Y (milenials);Masculino;Bogotá;;Bogotá;2024;Tecnico;Unión Libre;3;Operativo;Vigilancia y seguridad privada ;1;1;1;1;1;2;1;1;1;1;2;2;2;1;1;1;1;Si;No;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;No;Si;No;No;No;No;Poco urgente;No;No;No;Si;No;Si;Si;No;Si;Poco urgente;Si;Si;Si;Si;Si;No;No;Si;No;Si;Si;No;5;Si;Si;No;No
392;5/22/24 20:35:15;5/22/24 20:58:57;anonymous;Generación X;Masculino;Bogotá;;Bogotá;2004;Bachiller;Unión Libre;2;Operativo;Guarda de seguridad;1;2;1;1;1;1;1;1;1;1;2;1;1;2;1;2;1;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;No;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
393;5/22/24 20:35:30;5/22/24 21:11:02;anonymous;Baby Boom;Femenino;Bogotá;;Bogotá;2019;Bachiller;Unión Libre;4;Operativo;Operadora de medios tecnologicos ;7;7;4;4;4;4;3;7;3;7;4;3;7;3;5;3;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco importante;Si;Si;Si;No;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;5;Si;Si;Si;Si
394;5/22/24 21:13:21;5/22/24 21:22:48;anonymous;Generación Z;Masculino;Bogotá;;;2022;Bachiller;Soltero (a);No;Operativo;Guarda de seguridad ;3;1;2;2;3;1;4;1;4;4;2;5;1;2;2;1;7;Si;No;Si;No;Si;Si;No;Si;Si;Si;Si;Si;Muy importante;No;No;No;Si;No;No;No;No;No;Muy urgente;No;No;No;Si;No;No;No;No;No;Poco urgente;Si;Si;Si;No;No;No;No;Si;No;No;Si;No;3;Si;No;No;No
395;5/22/24 21:32:19;5/22/24 21:47:06;anonymous;Generación Y (milenials);Masculino;Barranquilla;Cartagena;;2023;Tecnico;Unión Libre;2;Operativo;Guarda de seguridad ;7;7;7;7;7;6;7;6;7;7;7;6;7;6;7;4;7;No;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;No;No;No;No;Si;No;No;Muy urgente;Si;No;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;4;Si;No;Si;Si
396;5/22/24 20:53:51;5/22/24 21:47:22;anonymous;Generación Z;No binario;Bogotá;;Bogotá;2024;Bachiller;Unión Libre;1;Operativo;Motorizado ;7;7;5;7;7;6;7;7;7;7;7;7;7;7;7;6;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;No;Si;No;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;5;Si;Si;Si;Si
397;5/22/24 21:45:13;5/22/24 21:54:06;anonymous;Generación Z;Masculino;Barranquilla;Barranquilla;;2024;Bachiller;Soltero (a);No;Operativo;Guarda seguridad ;7;6;4;7;7;6;7;7;7;7;7;7;5;1;7;5;7;Si;No;Si;No;Si;No;Si;Si;Si;Si;Si;Si;Poco importante;Si;No;No;Si;Si;No;Si;Si;No;Muy urgente;No;Si;No;Si;Si;No;Si;Si;No;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;No;Si;Si;4;Si;Si;Si;Si
398;5/23/24 8:27:42;5/23/24 8:33:24;anonymous;Generación Y (milenials);Femenino;Ibagué;;;2003;Profesional;Divorciado o separado;1;Administrativo;Jefe Administrativo;6;7;6;6;6;4;7;7;7;7;6;5;6;6;7;6;6;Si;Si;Si;Si;Si;No;Si;Si;Si;No;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;No;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;No;No;Si;4;Si;Si;Si;No
399;5/23/24 8:33:56;5/23/24 8:55:29;anonymous;Generación Y (milenials);Masculino;Ibagué;;;2024;Tecnico;Casado (a);1;Operativo;Supervisor ;7;7;5;7;7;1;7;7;7;7;7;7;7;1;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
400;5/23/24 9:13:16;5/23/24 9:26:44;anonymous;Generación Y (milenials);Masculino;Bogotá;;Bogotá;2022;Bachiller;Soltero (a);No;Operativo;Vigilante ;7;7;7;7;7;1;7;7;7;7;7;7;7;5;7;6;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
401;5/23/24 9:19:37;5/23/24 9:33:11;anonymous;Generación Y (milenials);Masculino;Ibagué;;;2023;Bachiller;Soltero (a);1;Operativo;Guarda de seguridad ;7;7;6;7;7;6;7;7;7;7;4;6;5;1;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;No;No;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;No;Si;No;Si;No;No;5;Si;Si;No;No
402;5/23/24 9:50:59;5/23/24 9:54:21;anonymous;Generación X;Masculino;Bogotá;;Bogotá;2024;Bachiller;Soltero (a);1;Operativo;Guarda de Seguridad ;1;7;7;7;7;7;7;7;7;7;7;5;7;1;7;7;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
403;5/23/24 10:53:33;5/23/24 10:56:26;anonymous;Generación Y (milenials);Masculino;Bogotá;;Bogotá;2023;Bachiller;Soltero (a);1;Operativo;Guarda ;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;5;Si;Si;Si;Si
404;5/23/24 11:23:34;5/23/24 11:31:43;anonymous;Generación Y (milenials);Masculino;Villavicencio;;;2022;Bachiller;Casado (a);2;Operativo;Vigilante ;6;7;7;7;7;5;7;7;7;7;6;4;5;5;6;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;No;Si;4;No;Si;Si;Si
405;5/23/24 11:21:40;5/23/24 11:33:02;anonymous;Generación Y (milenials);No binario;Bogotá;;Bogotá;2017;Bachiller;Soltero (a);No;Operativo;Manejador canino ;7;7;1;7;7;1;7;7;7;7;5;7;6;6;7;4;7;Si;No;Si;Si;Si;No;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;No;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;No;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;4;Si;Si;Si;No
406;5/23/24 11:22:43;5/23/24 11:40:35;anonymous;Generación Z;No binario;Villavicencio;;;2024;Primaria;Unión Libre;1;Operativo;Guarda de.seguridad;7;7;6;7;7;1;7;7;7;7;6;7;7;6;7;6;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;4;Si;Si;Si;Si
407;5/23/24 11:37:36;5/23/24 11:46:31;anonymous;Generación X;Masculino;Bogotá;;Bogotá;2021;Bachiller;Casado (a);2;Operativo;Guarda de seguridad ;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;4;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;No;Si;No;No;No;Si;Si;No;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;3;Si;Si;Si;Si
408;5/23/24 11:35:25;5/23/24 11:56:58;anonymous;Generación Y (milenials);Masculino;Bogotá;;Bogotá;2023;Bachiller;Soltero (a);No;Operativo;Guarda ;7;7;4;7;7;1;7;7;7;7;1;6;1;1;7;3;5;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;No;Si;Si;Si;No;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;No;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;No;No;5;Si;Si;Si;Si
409;5/23/24 11:41:20;5/23/24 12:06:40;anonymous;Generación Z;Masculino;Villavicencio;;;2024;Tecnico;Unión Libre;1;Operativo;Guarda de seguridad ;7;7;4;7;7;1;7;7;7;7;6;6;3;1;7;1;7;Si;No;Si;Si;Si;Si;Si;No;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;No;No;Si;Si;No;Si;Si;Si;5;Si;Si;No;Si
410;5/23/24 11:55:23;5/23/24 12:17:31;anonymous;Generación Y (milenials);Masculino;Bogotá;;Bogotá;2023;Bachiller;Unión Libre;1;Operativo;Vigilante ;7;7;4;7;7;1;7;7;7;7;1;7;6;7;6;6;6;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;No;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
411;5/23/24 12:10:53;5/23/24 12:19:44;anonymous;Generación Y (milenials);Masculino;Barranquilla;Barranquilla;;2024;Primaria;Unión Libre;3;Operativo;Guarda;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco importante;No;No;Si;Si;Si;Si;Si;Si;Si;Muy urgente;No;No;Si;Si;Si;Si;No;Si;Si;Poco urgente;Si;Si;No;No;Si;Si;No;Si;No;No;No;No;3;Si;Si;Si;No
412;5/23/24 12:02:43;5/23/24 12:23:11;anonymous;Generación Z;No binario;Bogotá;;Bogotá;2023;Bachiller;Unión Libre;2;Operativo;Guarda de seguridad ;7;7;7;7;7;4;7;7;7;7;7;7;7;7;7;7;7;Si;Si;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;No;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;No;Si;No;5;Si;Si;Si;Si
413;5/23/24 12:10:33;5/23/24 12:29:08;anonymous;Generación Y (milenials);Masculino;Medellín;;;2024;Bachiller;Soltero (a);No;Operativo;Guarda de seguridad ;7;6;4;7;7;5;7;7;7;7;5;7;6;7;7;4;7;No;No;Si;No;Si;Si;Si;No;Si;Si;Si;Si;Muy importante;No;Si;Si;Si;No;No;No;No;Si;Poco urgente;Si;Si;No;Si;Si;No;No;No;Si;Poco urgente;Si;Si;Si;Si;No;No;No;Si;No;Si;No;No;5;Si;No;No;No
414;5/23/24 11:27:47;5/23/24 13:06:25;anonymous;Generación X;Masculino;Bogotá;;Bogotá;2023;Bachiller;Unión Libre;1;Operativo;Guarda de seguridad ;7;7;6;7;7;1;7;7;7;7;3;4;7;2;7;2;7;Si;Si;Si;Si;Si;No;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;No;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
415;5/23/24 12:37:48;5/23/24 13:08:47;anonymous;Generación Y (milenials);Masculino;Villavicencio;;;2022;Bachiller;Unión Libre;1;Operativo;Guarda de seguridad;5;5;5;5;5;2;5;7;7;7;7;5;7;5;7;2;5;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;3;Si;Si;Si;Si
416;5/23/24 13:04:20;5/23/24 13:14:00;anonymous;Generación Y (milenials);Masculino;Medellín;;;2024;Bachiller;Soltero (a);1;Operativo;Vigilante ;5;7;6;7;7;6;6;7;7;7;7;7;7;6;7;6;6;Si;No;Si;Si;Si;Si;No;No;Si;Si;Si;Si;Muy importante;No;Si;No;Si;Si;Si;Si;Si;Si;Muy urgente;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;No;No;No;5;Si;Si;Si;No
